"Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Higher.classification","Order","Family","Common.name","Biomass","Season"
"Phase 4","Benthic",2019-10-19,4,"Antocha","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies",45.59540098,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Wiedemannia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",24.76851333,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",795.7745839,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.544111892,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Caudatella edmundsi","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.305055389,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Caudatella hystrix","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",3.827142792,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",278.7777679,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Epeorus","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",5.950688569,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",7.514529462,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",20.28958848,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Microtendipes pedellus group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",9.376571165,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.353360485,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Stempellina","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.353360485,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Cricotopus (Nostococladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",5.138016811,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Cricotopus bicinctus group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",6.263892642,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Eukiefferiella devonica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",9.315150973,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Nanocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",2.042108451,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",123.1057088,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",23.60459225,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",1.80637656,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Oribatida","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",0.30106276,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Sperchonopsis","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",3.392,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",23.56711202,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",0.216096,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",59.30378051,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Juga","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Pleuroceridae","snails",9.068093356,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Sweltsa","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",27.39979673,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Calineuria californica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",44.09512104,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",464.9622498,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Cultus","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",85.32902401,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",9.915601025,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Perlodidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",1.906550363,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",1260.96243,"Fall19"
"Phase 4","Benthic",2019-10-19,4,"Pteronarcys californica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies",345.9683071,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",23.01008159,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Glossosoma","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Glossosomatidae","caddisflies",170.828983,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Arctopsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",554.5301284,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",575.2779123,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Agraylea","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",41.48824742,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",1.479038937,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Hydroptila","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",3.243211225,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Lepidostoma (Neodinarthrum)","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",14.29938433,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Rhyacophila betteni group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",96.94580453,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Neoplasta","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",12.85498634,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Anafroptilum/Procloeon","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",13.86930176,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",321.3516424,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",11.31752735,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Attenella delantala","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",7.520885058,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Caudatella edmundsi","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.685130187,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",223.8631007,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",18.47414571,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Epeorus","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",5.896666283,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Ironodes","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",31.29351872,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Rhithrogena","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",570.0646508,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",46.70161549,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Paraleptophlebia bicornuta group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",58.38991234,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",6.315742208,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Paracladopelma","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",3.109689103,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",2.795662095,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",1.734217114,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Diamesa","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",14.05603923,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Corynoneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.282688388,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Cricotopus (Nostococladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",3.200463896,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Eukiefferiella claripennis group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.633686761,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Eukiefferiella devonica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",3.329817088,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",52.19404567,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Parametriocnemus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",6.219378206,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",2.551060495,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",39.80874705,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Trombidiformes","U","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites",2.7136,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Sperchon","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",1.3568,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Ceratopogoninae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges",16.20068253,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",2.611094932,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Narpus concolor","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",5.574385944,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Optioservus","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",4.180789458,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",56.56106885,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",0.280404382,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",31.92397621,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Ferrissia","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails",47.40885541,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Capniidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Capniidae","stoneflies",8.748704317,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Chloroperlidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",1.099408348,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Sweltsa","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",109.5991869,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",20.21537239,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Zapada cinctipes","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",17.5214261,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",3357.830032,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",23.19770734,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Perlinodes aurea","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",696.9138741,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Perlodidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",6.189385604,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",946.2236798,"Fall19"
"Disturbed","Benthic",2019-10-16,5,"Chydoridae","U","non-insect","Aquatic","Crustacea: Cladocera","x","Chydoridae","water fleas",2.2473984,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Caecidotea","U","non-insect","Aquatic","Crustacea: Isopoda","x","Asellidae","aquatic sow bugs",2.204638682,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",11.39871985,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Simulium","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",1.788178796,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Brachycentrus americanus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",0.394094174,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",8.193983326,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",19.88869686,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",1.948963228,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Lepidostoma","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",9.383451383,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",3.674105429,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Clinocera","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",0.103942442,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Neoplasta","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",3.288673217,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Empididae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",2.228651694,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Tabanidae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Tabanidae","horse & deer flies",16.75415596,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Anafroptilum/Procloeon","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",1.955551031,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",126.4865356,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",7.617453317,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Labiobaetis","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",38.7978064,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",46.85870869,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",2.048117922,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",33.34603497,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",1.489680731,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Paracladopelma","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",1.312565207,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Polypedilum","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",8.876614182,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",1.211319742,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",1.297258634,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Rheotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.445883319,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Stempellinella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.294468352,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Tanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",0.901966757,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Brillia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.540152505,"Fall19"
"Relic Channel","Benthic",2019-10-17,5,"Corynoneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",0.302829935,"Fall19"
